model,trial,truth_sine_covariance,rb_normalized_estimate,ramsey_estimate
reset,115,0.0,0.08100686861774115,-0.04865895669291338
reset,116,0.0,-0.08783439576156496,-0.016862043245570866
reset,117,0.0,-0.1001767135980561,0.014461006705216535
reset,118,0.0,0.029968021422859252,0.05076490987942913
reset,119,0.0,-0.1257523664339321,0.0012697234867125983
reset,120,0.0,0.04135660486897146,0.026642085999015748
reset,121,0.0,0.05435637226254921,0.010234682578740158
reset,122,0.0,-0.05855410117802658,-0.06089097871555118
reset,123,0.0,-0.18585493433193898,-0.010353869340551181
reset,124,0.0,-0.09872124138779528,0.026261457308070866
reset,125,0.0,-0.040117398960383854,-0.039707454170767716
reset,126,0.0,-0.05484513410433071,-0.036862350824311024
reset,127,0.0,0.18037258358452263,0.08775509811761811
reset,128,0.0,0.06222414031742125,0.026952548289862203
reset,129,0.0,0.1324068805364173,-0.02974767009104331
reset,130,0.0,-0.08654328594057578,-0.005785363865649607
reset,131,0.0,0.03209824449434055,0.02452267624261811
reset,132,0.0,0.04736664539247047,0.023824856975885825
reset,133,0.0,-0.04803923359067421,-0.020344411294291338
reset,134,0.0,0.13252150167630414,-0.05256040077509842
reset,135,0.0,-0.005289873738927166,-0.04679041584645669
reset,136,0.0,0.21641552542138287,0.04901843934547244
reset,137,0.0,0.06593959538016732,0.006810946727362204
reset,138,0.0,-0.0852175735113189,-0.06329489880659449
reset,139,0.0,-0.011049045352485236,0.05561023622047244
reset,140,0.0,-0.090087890625,-0.04531596026082677
reset,141,0.0,-0.09405853992372047,0.009240818774606299
reset,142,0.0,-0.04478442575049212,-0.005945881520669292
reset,143,0.0,-0.21797048013041337,-0.08515701894685039
reset,144,0.0,-0.02053016001783957,0.006116011011318897
reset,145,0.0,0.029280294583538386,0.011881190022145669
reset,146,0.0,0.08747755636380414,0.08699287955216535
reset,147,0.0,0.04102788009042815,0.001808947465551181
reset,148,0.0,-0.02676511749507874,0.01919195220226378
reset,149,0.0,-0.07161442313607283,-0.04315329724409449
reset,150,0.0,-0.02878071942667323,0.050635150098425195
reset,151,0.0,-0.02106433778297244,-0.021926519438976378
reset,152,0.0,0.1575067475086122,0.006451464074803149
reset,153,0.0,-0.02607090266670768,0.041591373954232284
reset,154,0.0,0.04616204209215059,0.012263741080216536
reset,155,0.0,-0.07390900859682578,-0.04862243171751968
reset,156,0.0,-0.03623974417138288,-0.0009390763410433072
reset,157,0.0,0.11495635265440453,0.0634160079355315
reset,158,0.0,-0.003265621155265748,-0.008388248954232283
reset,159,0.0,-0.037606547197957675,0.011517862635334646
reset,160,0.0,-0.17913986566498522,0.03766590028297244
reset,161,0.0,0.05505058709092027,0.08173424427903543
reset,162,0.0,-0.09039715143639271,-0.04961437315452756
reset,163,0.0,0.021583376906988187,-0.013245109498031496
reset,164,0.0,-0.021010271207554134,-0.04651455616387795
reset,165,0.0,-0.03761303518700788,0.024634173535925195
reset,166,0.0,-0.1547601654773622,-0.01822884627214567
reset,167,0.0,-0.11093596210629922,-0.04433170829232284
reset,168,0.0,0.027413916400098427,0.0012937530757874017
reset,169,0.0,-0.11099867933378446,-0.024887925996555118
reset,170,0.0,0.1062992125984252,0.03818590059055118
reset,171,0.0,0.07221348079170768,0.062289500799704724
reset,172,0.0,0.017854945866141732,-0.051887572281003935
reset,173,0.0,0.07095913624200295,-0.024352546751968504
reset,174,0.0,-0.07883122962290846,-0.018006812869094488
reset,175,0.0,-0.008021317129060039,0.054785540723425195
reset,176,0.0,-0.0532166488527313,0.0051913524237204725
reset,177,0.0,-0.047727810116264764,-0.03546959584153543
reset,178,0.0,-0.019005482591043305,-0.04341185562253937
reset,179,0.0,-0.11374742402805119,-0.018882451094980313
reset,180,0.0,-0.10371266763041338,-0.03368275559793307
reset,181,0.0,-0.031224528635580708,-0.0615349717027559
reset,182,0.0,-0.010575422151820866,0.032091996801181105
reset,183,0.0,0.12125619002214567,0.049091489296259845
reset,184,0.0,0.017450527882012797,0.04067536601870079
reset,185,0.0,-0.03953996793491634,-0.02277332215797244
reset,186,0.0,-0.03834401528666339,0.01242425873523622
reset,187,0.0,-0.11825008842888779,-0.11201729361466535
reset,188,0.0,-0.009731983575295276,-0.03770146407480315
reset,189,0.0,-0.04431945320189468,-0.06737800658218504
reset,190,0.0,-0.10588830662524606,0.007078155757874016
reset,191,0.0,0.006429597148745078,-0.03119232898622047
reset,192,0.0,-0.016367033710629923,0.012077271468996063
